url,target_price
https://www.amazon.in/HUMBLE-Helmet-Motorcycle-Compatible-Phones/dp/B0C81351VB/?_encoding=UTF8&pd_rd_w=vYGcW&content-id=amzn1.sym.fa294cf3-99e4-435e-8284-16ec3b3e2443%3Aamzn1.symc.752cde0b-d2ce-4cce-9121-769ea438869e&pf_rd_p=fa294cf3-99e4-435e-8284-16ec3b3e2443&pf_rd_r=N7162BP6H5ANJ11R8GCX&pd_rd_wg=1KOxd&pd_rd_r=015a69b3-b467-4610-b01f-1f7b435c9c3d&ref_=pd_hp_d_atf_ci_mcx_mr_ca_hp_atf_d&th=1,100

